INFO 2024-10-12 12:43:04,356 autoreload Watching for file changes with StatReloader
DEBUG 2024-10-12 12:43:04,719 autoreload File C:\Users\zawar\AppData\Local\Programs\Python\Python312\Lib\http\cookies.py first seen with mtime 1727737420.0
DEBUG 2024-10-12 12:43:04,720 autoreload File C:\Users\zawar\AppData\Local\Programs\Python\Python312\Lib\ctypes\__init__.py first seen with mtime 1727737420.0
DEBUG 2024-10-12 12:43:04,720 autoreload File C:\Users\zawar\PycharmProjects\softui\env\Lib\site-packages\django\contrib\postgres\lookups.py first seen with mtime 1728154884.769019
DEBUG 2024-10-12 12:43:04,720 autoreload File C:\Users\zawar\AppData\Local\Programs\Python\Python312\Lib\uuid.py first seen with mtime 1727737420.0
DEBUG 2024-10-12 12:43:04,720 autoreload File C:\Users\zawar\PycharmProjects\softui\env\Lib\site-packages\django\db\models\deletion.py first seen with mtime 1728154885.2364821
DEBUG 2024-10-12 12:43:04,721 autoreload File C:\Users\zawar\PycharmProjects\softui\env\Lib\site-packages\rest_framework\serializers.py first seen with mtime 1728552584.2855442
DEBUG 2024-10-12 12:43:04,721 autoreload File C:\Users\zawar\PycharmProjects\softui\env\Lib\site-packages\django\contrib\admin\templatetags\__init__.py first seen with mtime 1728154884.0705776
DEBUG 2024-10-12 12:43:04,721 autoreload File C:\Users\zawar\AppData\Local\Programs\Python\Python312\Lib\platform.py first seen with mtime 1727737420.0
DEBUG 2024-10-12 12:43:04,721 autoreload File C:\Users\zawar\AppData\Local\Programs\Python\Python312\Lib\email\_policybase.py first seen with mtime 1727737420.0
DEBUG 2024-10-12 12:43:04,722 autoreload File C:\Users\zawar\PycharmProjects\softui\env\Lib\site-packages\django\db\models\fields\reverse_related.py first seen with mtime 1728154885.2444818
DEBUG 2024-10-12 12:43:04,722 autoreload File C:\Users\zawar\PycharmProjects\softui\env\Lib\site-packages\asgiref\sync.py first seen with mtime 1728154883.499848
DEBUG 2024-10-12 12:43:04,722 autoreload File C:\Users\zawar\PycharmProjects\softui\env\Lib\site-packages\django\core\checks\compatibility\__init__.py first seen with mtime 1728154885.1814678
DEBUG 2024-10-12 12:43:04,722 autoreload File C:\Users\zawar\AppData\Local\Programs\Python\Python312\Lib\ctypes\wintypes.py first seen with mtime 1727737420.0
DEBUG 2024-10-12 12:43:04,722 autoreload File C:\Users\zawar\PycharmProjects\softui\env\Lib\site-packages\django\db\backends\mysql\operations.py first seen with mtime 1728154885.2154653
DEBUG 2024-10-12 12:43:04,723 autoreload File C:\Users\zawar\PycharmProjects\softui\env\Lib\site-packages\django\utils\connection.py first seen with mtime 1728154885.30687
DEBUG 2024-10-12 12:43:04,723 autoreload File C:\Users\zawar\AppData\Local\Programs\Python\Python312\Lib\hmac.py first seen with mtime 1727737420.0
DEBUG 2024-10-12 12:43:04,723 autoreload File C:\Users\zawar\PycharmProjects\softui\env\Lib\site-packages\django\contrib\auth\backends.py first seen with mtime 1728154884.1887205
DEBUG 2024-10-12 12:43:04,723 autoreload File C:\Users\zawar\PycharmProjects\softui\env\Lib\site-packages\django\core\files\base.py first seen with mtime 1728154885.1844661
DEBUG 2024-10-12 12:43:04,723 autoreload File C:\Users\zawar\PycharmProjects\softui\env\Lib\site-packages\sqlparse\tokens.py first seen with mtime 1728154883.3738022
DEBUG 2024-10-12 12:43:04,724 autoreload File C:\Users\zawar\PycharmProjects\softui\env\Lib\site-packages\django\contrib\admindocs\views.py first seen with mtime 1728154884.0765786
DEBUG 2024-10-12 12:43:04,724 autoreload File C:\Users\zawar\PycharmProjects\softui\env\Lib\site-packages\django\contrib\postgres\forms\hstore.py first seen with mtime 1728154884.7750666
DEBUG 2024-10-12 12:43:04,724 autoreload File C:\Users\zawar\AppData\Local\Programs\Python\Python312\Lib\signal.py first seen with mtime 1727737420.0
DEBUG 2024-10-12 12:43:04,724 autoreload File C:\Users\zawar\AppData\Local\Programs\Python\Python312\Lib\concurrent\futures\__init__.py first seen with mtime 1727737420.0
DEBUG 2024-10-12 12:43:04,724 autoreload File C:\Users\zawar\PycharmProjects\softui\env\Lib\site-packages\django\db\models\__init__.py first seen with mtime 1728154885.2344816
DEBUG 2024-10-12 12:43:04,724 autoreload File C:\Users\zawar\PycharmProjects\softui\env\Lib\site-packages\django\db\models\functions\text.py first seen with mtime 1728154885.246482
DEBUG 2024-10-12 12:43:04,725 autoreload File C:\Users\zawar\PycharmProjects\softui\env\Lib\site-packages\django\db\backends\base\__init__.py first seen with mtime 1728154885.2094655
DEBUG 2024-10-12 12:43:04,725 autoreload File C:\Users\zawar\PycharmProjects\softui\env\Lib\site-packages\django\template\defaultfilters.py first seen with mtime 1728154885.2908688
DEBUG 2024-10-12 12:43:04,725 autoreload File C:\Users\zawar\PycharmProjects\softui\env\Lib\site-packages\rest_framework\utils\formatting.py first seen with mtime 1728552584.4123507
DEBUG 2024-10-12 12:43:04,725 autoreload File C:\Users\zawar\PycharmProjects\softui\env\Lib\site-packages\django\template\backends\django.py first seen with mtime 1728154885.2948704
DEBUG 2024-10-12 12:43:04,725 autoreload File C:\Users\zawar\AppData\Local\Programs\Python\Python312\Lib\asyncio\base_futures.py first seen with mtime 1727737420.0
DEBUG 2024-10-12 12:43:04,726 autoreload File C:\Users\zawar\PycharmProjects\softui\env\Lib\site-packages\whitenoise\string_utils.py first seen with mtime 1728154883.1087255
DEBUG 2024-10-12 12:43:04,726 autoreload File C:\Users\zawar\PycharmProjects\softui\env\Lib\site-packages\rest_framework\permissions.py first seen with mtime 1728552584.281109
DEBUG 2024-10-12 12:43:04,726 autoreload File C:\Users\zawar\PycharmProjects\softui\env\Lib\site-packages\django\contrib\auth\checks.py first seen with mtime 1728154884.1887205
DEBUG 2024-10-12 12:43:04,726 autoreload File C:\Users\zawar\AppData\Local\Programs\Python\Python312\Lib\concurrent\futures\thread.py first seen with mtime 1727737420.0
DEBUG 2024-10-12 12:43:04,726 autoreload File C:\Users\zawar\PycharmProjects\softui\env\Lib\site-packages\django\views\decorators\common.py first seen with mtime 1728154885.323242
DEBUG 2024-10-12 12:43:04,727 autoreload File C:\Users\zawar\AppData\Local\Programs\Python\Python312\Lib\logging\__init__.py first seen with mtime 1727737420.0
DEBUG 2024-10-12 12:43:04,727 autoreload File C:\Users\zawar\PycharmProjects\softui\env\Lib\site-packages\django\core\serializers\json.py first seen with mtime 1728154885.2044659
DEBUG 2024-10-12 12:43:04,727 autoreload File C:\Users\zawar\PycharmProjects\softui\env\Lib\site-packages\django\templatetags\__init__.py first seen with mtime 1728154885.2978709
DEBUG 2024-10-12 12:43:04,728 autoreload File C:\Users\zawar\AppData\Local\Programs\Python\Python312\Lib\functools.py first seen with mtime 1727737420.0
DEBUG 2024-10-12 12:43:04,728 autoreload File C:\Users\zawar\PycharmProjects\softui\env\Lib\site-packages\django\contrib\admin\views\decorators.py first seen with mtime 1728154884.0735786
DEBUG 2024-10-12 12:43:04,728 autoreload File C:\Users\zawar\PycharmProjects\softui\env\Lib\site-packages\django\contrib\staticfiles\__init__.py first seen with mtime 1728154885.1629527
DEBUG 2024-10-12 12:43:04,728 autoreload File C:\Users\zawar\AppData\Local\Programs\Python\Python312\Lib\email\utils.py first seen with mtime 1727737420.0
DEBUG 2024-10-12 12:43:04,728 autoreload File C:\Users\zawar\AppData\Local\Programs\Python\Python312\Lib\mimetypes.py first seen with mtime 1727737420.0
DEBUG 2024-10-12 12:43:04,729 autoreload File C:\Users\zawar\PycharmProjects\softui\env\Lib\site-packages\django\core\files\uploadedfile.py first seen with mtime 1728154885.1854658
DEBUG 2024-10-12 12:43:04,729 autoreload File C:\Users\zawar\PycharmProjects\softui\env\Lib\site-packages\django\db\models\fields\related_descriptors.py first seen with mtime 1728154885.2434819
DEBUG 2024-10-12 12:43:04,729 autoreload File C:\Users\zawar\PycharmProjects\softui\env\Lib\site-packages\django\views\decorators\__init__.py first seen with mtime 1728154885.3222418
DEBUG 2024-10-12 12:43:04,729 autoreload File C:\Users\zawar\AppData\Local\Programs\Python\Python312\Lib\collections\abc.py first seen with mtime 1727737420.0
DEBUG 2024-10-12 12:43:04,729 autoreload File C:\Users\zawar\PycharmProjects\softui\env\Lib\site-packages\MySQLdb\constants\__init__.py first seen with mtime 1728155057.7947195
DEBUG 2024-10-12 12:43:04,730 autoreload File C:\Users\zawar\PycharmProjects\softui\env\Lib\site-packages\django\core\signals.py first seen with mtime 1728154885.1719556
DEBUG 2024-10-12 12:43:04,730 autoreload File C:\Users\zawar\PycharmProjects\softui\env\Lib\site-packages\django\core\checks\database.py first seen with mtime 1728154885.1789565
DEBUG 2024-10-12 12:43:04,730 autoreload File C:\Users\zawar\PycharmProjects\softui\env\Lib\site-packages\django\contrib\admin\apps.py first seen with mtime 1728154883.8180115
DEBUG 2024-10-12 12:43:04,730 autoreload File C:\Users\zawar\PycharmProjects\softui\env\Lib\site-packages\django\db\migrations\state.py first seen with mtime 1728154885.2314677
DEBUG 2024-10-12 12:43:04,730 autoreload File C:\Users\zawar\AppData\Local\Programs\Python\Python312\Lib\concurrent\__init__.py first seen with mtime 1727737420.0
DEBUG 2024-10-12 12:43:04,730 autoreload File C:\Users\zawar\AppData\Local\Programs\Python\Python312\Lib\nturl2path.py first seen with mtime 1727737420.0
DEBUG 2024-10-12 12:43:04,731 autoreload File C:\Users\zawar\PycharmProjects\softui\env\Lib\site-packages\django\core\handlers\base.py first seen with mtime 1728154885.1894677
DEBUG 2024-10-12 12:43:04,731 autoreload File C:\Users\zawar\PycharmProjects\softui\core\__init__.py first seen with mtime 1726218556.0
DEBUG 2024-10-12 12:43:04,731 autoreload File C:\Users\zawar\AppData\Local\Programs\Python\Python312\DLLs\_decimal.pyd first seen with mtime 1727737472.0
DEBUG 2024-10-12 12:43:04,731 autoreload File C:\Users\zawar\PycharmProjects\softui\env\Lib\site-packages\django\db\models\options.py first seen with mtime 1728154885.2384815
DEBUG 2024-10-12 12:43:04,731 autoreload File C:\Users\zawar\PycharmProjects\softui\env\Lib\site-packages\django\contrib\admin\sites.py first seen with mtime 1728154883.8210125
DEBUG 2024-10-12 12:43:04,732 autoreload File C:\Users\zawar\PycharmProjects\softui\env\Lib\site-packages\django\db\backends\base\features.py first seen with mtime 1728154885.210466
DEBUG 2024-10-12 12:43:04,732 autoreload File C:\Users\zawar\AppData\Local\Programs\Python\Python312\Lib\_compression.py first seen with mtime 1727737420.0
DEBUG 2024-10-12 12:43:04,732 autoreload File C:\Users\zawar\AppData\Local\Programs\Python\Python312\Lib\asyncio\threads.py first seen with mtime 1727737420.0
DEBUG 2024-10-12 12:43:04,732 autoreload File C:\Users\zawar\PycharmProjects\softui\env\Lib\site-packages\django\templatetags\cache.py first seen with mtime 1728154885.2978709
DEBUG 2024-10-12 12:43:04,732 autoreload File C:\Users\zawar\PycharmProjects\softui\env\Lib\site-packages\django\db\backends\base\introspection.py first seen with mtime 1728154885.210466
DEBUG 2024-10-12 12:43:04,732 autoreload File C:\Users\zawar\AppData\Local\Programs\Python\Python312\Lib\linecache.py first seen with mtime 1727737420.0
DEBUG 2024-10-12 12:43:04,733 autoreload File C:\Users\zawar\PycharmProjects\softui\env\Lib\site-packages\django\contrib\staticfiles\utils.py first seen with mtime 1728154885.165955
DEBUG 2024-10-12 12:43:04,733 autoreload File C:\Users\zawar\PycharmProjects\softui\env\Lib\site-packages\django\db\backends\base\base.py first seen with mtime 1728154885.2094655
DEBUG 2024-10-12 12:43:04,733 autoreload File C:\Users\zawar\PycharmProjects\softui\env\Lib\site-packages\django\db\models\manager.py first seen with mtime 1728154885.2384815
DEBUG 2024-10-12 12:43:04,733 autoreload File C:\Users\zawar\PycharmProjects\softui\env\Lib\site-packages\django\views\generic\list.py first seen with mtime 1728154885.327242
DEBUG 2024-10-12 12:43:04,733 autoreload File C:\Users\zawar\AppData\Local\Programs\Python\Python312\Lib\email\encoders.py first seen with mtime 1727737420.0
DEBUG 2024-10-12 12:43:04,734 autoreload File C:\Users\zawar\PycharmProjects\softui\env\Lib\site-packages\rest_framework\schemas\openapi.py first seen with mtime 1728552584.3537729
DEBUG 2024-10-12 12:43:04,734 autoreload File C:\Users\zawar\AppData\Local\Programs\Python\Python312\Lib\string.py first seen with mtime 1727737420.0
DEBUG 2024-10-12 12:43:04,734 autoreload File C:\Users\zawar\PycharmProjects\softui\env\Lib\site-packages\django\db\models\sql\constants.py first seen with mtime 1728154885.2484834
DEBUG 2024-10-12 12:43:04,734 autoreload File C:\Users\zawar\AppData\Local\Programs\Python\Python312\Lib\warnings.py first seen with mtime 1727737420.0
DEBUG 2024-10-12 12:43:04,735 autoreload File C:\Users\zawar\PycharmProjects\softui\env\Lib\site-packages\MySQLdb\release.py first seen with mtime 1728155057.7927873
DEBUG 2024-10-12 12:43:04,735 autoreload File C:\Users\zawar\AppData\Local\Programs\Python\Python312\Lib\struct.py first seen with mtime 1727737420.0
DEBUG 2024-10-12 12:43:04,735 autoreload File C:\Users\zawar\PycharmProjects\softui\env\Lib\site-packages\sqlparse\filters\tokens.py first seen with mtime 1728154883.3782296
DEBUG 2024-10-12 12:43:04,735 autoreload File C:\Users\zawar\PycharmProjects\softui\env\Lib\site-packages\django\contrib\auth\validators.py first seen with mtime 1728154884.1927187
DEBUG 2024-10-12 12:43:04,735 autoreload File C:\Users\zawar\PycharmProjects\softui\env\Lib\site-packages\django\contrib\auth\forms.py first seen with mtime 1728154884.1907198
DEBUG 2024-10-12 12:43:04,736 autoreload File C:\Users\zawar\PycharmProjects\softui\env\Lib\site-packages\django\contrib\auth\hashers.py first seen with mtime 1728154884.1907198
DEBUG 2024-10-12 12:43:04,736 autoreload File C:\Users\zawar\PycharmProjects\softui\env\Lib\site-packages\django\db\models\fields\mixins.py first seen with mtime 1728154885.2424817
DEBUG 2024-10-12 12:43:04,736 autoreload File C:\Users\zawar\AppData\Local\Programs\Python\Python312\Lib\bz2.py first seen with mtime 1727737420.0
DEBUG 2024-10-12 12:43:04,736 autoreload File C:\Users\zawar\PycharmProjects\softui\env\Lib\site-packages\django\db\models\constraints.py first seen with mtime 1728154885.2364821
DEBUG 2024-10-12 12:43:04,737 autoreload File C:\Users\zawar\PycharmProjects\softui\env\Lib\site-packages\sqlparse\lexer.py first seen with mtime 1728154883.3728008
DEBUG 2024-10-12 12:43:04,737 autoreload File C:\Users\zawar\PycharmProjects\softui\env\Lib\site-packages\django\urls\base.py first seen with mtime 1728154885.3028708
DEBUG 2024-10-12 12:43:04,737 autoreload File C:\Users\zawar\PycharmProjects\softui\env\Lib\site-packages\django\db\models\indexes.py first seen with mtime 1728154885.2374814
DEBUG 2024-10-12 12:43:04,737 autoreload File C:\Users\zawar\PycharmProjects\softui\env\Lib\site-packages\django\db\models\functions\__init__.py first seen with mtime 1728154885.2444818
DEBUG 2024-10-12 12:43:04,737 autoreload File C:\Users\zawar\AppData\Local\Programs\Python\Python312\Lib\email\mime\__init__.py first seen with mtime 1727737420.0
DEBUG 2024-10-12 12:43:04,737 autoreload File C:\Users\zawar\PycharmProjects\softui\env\Lib\site-packages\rest_framework\utils\humanize_datetime.py first seen with mtime 1728552584.4123507
DEBUG 2024-10-12 12:43:04,738 autoreload File C:\Users\zawar\AppData\Local\Programs\Python\Python312\Lib\wsgiref\simple_server.py first seen with mtime 1727737420.0
DEBUG 2024-10-12 12:43:04,738 autoreload File C:\Users\zawar\PycharmProjects\softui\env\Lib\site-packages\MySQLdb\times.py first seen with mtime 1728155057.7937212
DEBUG 2024-10-12 12:43:04,738 autoreload File C:\Users\zawar\PycharmProjects\softui\env\Lib\site-packages\django\db\models\fields\files.py first seen with mtime 1728154885.2414818
DEBUG 2024-10-12 12:43:04,738 autoreload File C:\Users\zawar\PycharmProjects\softui\env\Lib\site-packages\django\core\files\locks.py first seen with mtime 1728154885.1844661
DEBUG 2024-10-12 12:43:04,738 autoreload File C:\Users\zawar\PycharmProjects\softui\env\Lib\site-packages\rest_framework\compat.py first seen with mtime 1728552584.2768197
DEBUG 2024-10-12 12:43:04,739 autoreload File C:\Users\zawar\PycharmProjects\softui\env\Lib\site-packages\dotenv\parser.py first seen with mtime 1728154883.4288678
DEBUG 2024-10-12 12:43:04,739 autoreload File C:\Users\zawar\PycharmProjects\softui\env\Lib\site-packages\django\core\cache\backends\filebased.py first seen with mtime 1728154885.175958
DEBUG 2024-10-12 12:43:04,739 autoreload File C:\Users\zawar\AppData\Local\Programs\Python\Python312\Lib\concurrent\futures\_base.py first seen with mtime 1727737420.0
DEBUG 2024-10-12 12:43:04,739 autoreload File C:\Users\zawar\PycharmProjects\softui\env\Lib\site-packages\django\db\models\base.py first seen with mtime 1728154885.2354832
DEBUG 2024-10-12 12:43:04,739 autoreload File C:\Users\zawar\PycharmProjects\softui\env\Lib\site-packages\django\utils\translation\reloader.py first seen with mtime 1728154885.3192422
DEBUG 2024-10-12 12:43:04,739 autoreload File C:\Users\zawar\PycharmProjects\softui\env\Lib\site-packages\django\contrib\admin\exceptions.py first seen with mtime 1728154883.8190117
DEBUG 2024-10-12 12:43:04,740 autoreload File C:\Users\zawar\AppData\Local\Programs\Python\Python312\Lib\contextvars.py first seen with mtime 1727737420.0
DEBUG 2024-10-12 12:43:04,740 autoreload File C:\Users\zawar\PycharmProjects\softui\env\Lib\site-packages\django\views\decorators\csrf.py first seen with mtime 1728154885.323242
DEBUG 2024-10-12 12:43:04,740 autoreload File C:\Users\zawar\AppData\Local\Programs\Python\Python312\Lib\gzip.py first seen with mtime 1727737420.0
DEBUG 2024-10-12 12:43:04,740 autoreload File C:\Users\zawar\PycharmProjects\softui\env\Lib\site-packages\django\core\checks\messages.py first seen with mtime 1728154885.1789565
DEBUG 2024-10-12 12:43:04,740 autoreload File C:\Users\zawar\AppData\Local\Programs\Python\Python312\Lib\encodings\aliases.py first seen with mtime 1727737420.0
DEBUG 2024-10-12 12:43:04,740 autoreload File C:\Users\zawar\PycharmProjects\softui\env\Lib\site-packages\django\urls\converters.py first seen with mtime 1728154885.303871
DEBUG 2024-10-12 12:43:04,741 autoreload File C:\Users\zawar\PycharmProjects\softui\env\Lib\site-packages\django\template\__init__.py first seen with mtime 1728154885.28887
DEBUG 2024-10-12 12:43:04,741 autoreload File C:\Users\zawar\PycharmProjects\softui\env\Lib\site-packages\django\core\files\storage\__init__.py first seen with mtime 1728154885.186466
DEBUG 2024-10-12 12:43:04,742 autoreload File C:\Users\zawar\AppData\Local\Programs\Python\Python312\DLLs\_ctypes.pyd first seen with mtime 1727737472.0
DEBUG 2024-10-12 12:43:04,742 autoreload File C:\Users\zawar\PycharmProjects\softui\env\Lib\site-packages\sqlparse\filters\__init__.py first seen with mtime 1728154883.376226
DEBUG 2024-10-12 12:43:04,742 autoreload File C:\Users\zawar\PycharmProjects\softui\env\Lib\site-packages\django\core\management\commands\runserver.py first seen with mtime 1728154885.2004662
DEBUG 2024-10-12 12:43:04,742 autoreload File C:\Users\zawar\PycharmProjects\softui\env\Lib\site-packages\django\contrib\auth\views.py first seen with mtime 1728154884.1937184
DEBUG 2024-10-12 12:43:04,742 autoreload File C:\Users\zawar\PycharmProjects\softui\env\Lib\site-packages\django\utils\version.py first seen with mtime 1728154885.3182404
DEBUG 2024-10-12 12:43:04,742 autoreload File C:\Users\zawar\PycharmProjects\softui\profiles\forms.py first seen with mtime 1728577954.4965084
DEBUG 2024-10-12 12:43:04,743 autoreload File C:\Users\zawar\PycharmProjects\softui\env\Lib\site-packages\django\http\request.py first seen with mtime 1728154885.2845633
DEBUG 2024-10-12 12:43:04,743 autoreload File C:\Users\zawar\PycharmProjects\softui\env\Lib\site-packages\PIL\__init__.py first seen with mtime 1728558405.3667252
DEBUG 2024-10-12 12:43:04,743 autoreload File C:\Users\zawar\PycharmProjects\softui\env\Lib\site-packages\django\core\mail\utils.py first seen with mtime 1728154885.1914701
DEBUG 2024-10-12 12:43:04,743 autoreload File C:\Users\zawar\AppData\Local\Programs\Python\Python312\Lib\traceback.py first seen with mtime 1727737420.0
DEBUG 2024-10-12 12:43:04,743 autoreload File C:\Users\zawar\PycharmProjects\softui\env\Lib\site-packages\django\db\migrations\operations\models.py first seen with mtime 1728154885.2334824
DEBUG 2024-10-12 12:43:04,743 autoreload File C:\Users\zawar\PycharmProjects\softui\env\Lib\site-packages\whitenoise\base.py first seen with mtime 1728154883.1064146
DEBUG 2024-10-12 12:43:04,744 autoreload File C:\Users\zawar\PycharmProjects\softui\env\Lib\site-packages\django\views\__init__.py first seen with mtime 1728154885.320242
DEBUG 2024-10-12 12:43:04,744 autoreload File C:\Users\zawar\PycharmProjects\softui\env\Lib\site-packages\rest_framework\templates\rest_framework first seen with mtime 1728552584.405885
DEBUG 2024-10-12 12:43:04,745 autoreload File C:\Users\zawar\PycharmProjects\softui\env\Lib\site-packages\rest_framework\templates\rest_framework\admin first seen with mtime 1728552584.3938391
DEBUG 2024-10-12 12:43:04,745 autoreload File C:\Users\zawar\PycharmProjects\softui\env\Lib\site-packages\rest_framework\templates\rest_framework\admin.html first seen with mtime 1728552584.3888383
DEBUG 2024-10-12 12:43:04,745 autoreload File C:\Users\zawar\PycharmProjects\softui\env\Lib\site-packages\rest_framework\templates\rest_framework\api.html first seen with mtime 1728552584.3888383
DEBUG 2024-10-12 12:43:04,745 autoreload File C:\Users\zawar\PycharmProjects\softui\env\Lib\site-packages\rest_framework\templates\rest_framework\base.html first seen with mtime 1728552584.3898377
DEBUG 2024-10-12 12:43:04,746 autoreload File C:\Users\zawar\PycharmProjects\softui\env\Lib\site-packages\rest_framework\templates\rest_framework\docs first seen with mtime 1728552584.3968377
DEBUG 2024-10-12 12:43:04,746 autoreload File C:\Users\zawar\PycharmProjects\softui\env\Lib\site-packages\rest_framework\templates\rest_framework\filters first seen with mtime 1728552584.3988376
DEBUG 2024-10-12 12:43:04,746 autoreload File C:\Users\zawar\PycharmProjects\softui\env\Lib\site-packages\rest_framework\templates\rest_framework\horizontal first seen with mtime 1728552584.4022727
DEBUG 2024-10-12 12:43:04,752 autoreload File C:\Users\zawar\PycharmProjects\softui\env\Lib\site-packages\rest_framework\templates\rest_framework\inline first seen with mtime 1728552584.405885
DEBUG 2024-10-12 12:43:04,753 autoreload File C:\Users\zawar\PycharmProjects\softui\env\Lib\site-packages\rest_framework\templates\rest_framework\login.html first seen with mtime 1728552584.3898377
DEBUG 2024-10-12 12:43:04,753 autoreload File C:\Users\zawar\PycharmProjects\softui\env\Lib\site-packages\rest_framework\templates\rest_framework\login_base.html first seen with mtime 1728552584.3908389
DEBUG 2024-10-12 12:43:04,753 autoreload File C:\Users\zawar\PycharmProjects\softui\env\Lib\site-packages\rest_framework\templates\rest_framework\pagination first seen with mtime 1728552584.405885
DEBUG 2024-10-12 12:43:04,753 autoreload File C:\Users\zawar\PycharmProjects\softui\env\Lib\site-packages\rest_framework\templates\rest_framework\raw_data_form.html first seen with mtime 1728552584.3908389
DEBUG 2024-10-12 12:43:04,754 autoreload File C:\Users\zawar\PycharmProjects\softui\env\Lib\site-packages\rest_framework\templates\rest_framework\schema.js first seen with mtime 1728552584.3908389
DEBUG 2024-10-12 12:43:04,754 autoreload File C:\Users\zawar\PycharmProjects\softui\env\Lib\site-packages\rest_framework\templates\rest_framework\vertical first seen with mtime 1728552584.4098883
DEBUG 2024-10-12 12:43:04,754 autoreload File C:\Users\zawar\PycharmProjects\softui\env\Lib\site-packages\rest_framework\templates\rest_framework\admin\detail.html first seen with mtime 1728552584.39184
DEBUG 2024-10-12 12:43:04,755 autoreload File C:\Users\zawar\PycharmProjects\softui\env\Lib\site-packages\rest_framework\templates\rest_framework\admin\dict_value.html first seen with mtime 1728552584.39184
DEBUG 2024-10-12 12:43:04,755 autoreload File C:\Users\zawar\PycharmProjects\softui\env\Lib\site-packages\rest_framework\templates\rest_framework\admin\list.html first seen with mtime 1728552584.3928394
DEBUG 2024-10-12 12:43:04,755 autoreload File C:\Users\zawar\PycharmProjects\softui\env\Lib\site-packages\rest_framework\templates\rest_framework\admin\list_value.html first seen with mtime 1728552584.3938391
DEBUG 2024-10-12 12:43:04,755 autoreload File C:\Users\zawar\PycharmProjects\softui\env\Lib\site-packages\rest_framework\templates\rest_framework\admin\simple_list_value.html first seen with mtime 1728552584.3938391
DEBUG 2024-10-12 12:43:04,756 autoreload File C:\Users\zawar\PycharmProjects\softui\env\Lib\site-packages\rest_framework\templates\rest_framework\docs\auth first seen with mtime 1728552584.3968377
DEBUG 2024-10-12 12:43:04,756 autoreload File C:\Users\zawar\PycharmProjects\softui\env\Lib\site-packages\rest_framework\templates\rest_framework\docs\document.html first seen with mtime 1728552584.39484
DEBUG 2024-10-12 12:43:04,756 autoreload File C:\Users\zawar\PycharmProjects\softui\env\Lib\site-packages\rest_framework\templates\rest_framework\docs\error.html first seen with mtime 1728552584.39484
DEBUG 2024-10-12 12:43:04,756 autoreload File C:\Users\zawar\PycharmProjects\softui\env\Lib\site-packages\rest_framework\templates\rest_framework\docs\index.html first seen with mtime 1728552584.39484
DEBUG 2024-10-12 12:43:04,757 autoreload File C:\Users\zawar\PycharmProjects\softui\env\Lib\site-packages\rest_framework\templates\rest_framework\docs\interact.html first seen with mtime 1728552584.395839
DEBUG 2024-10-12 12:43:04,757 autoreload File C:\Users\zawar\PycharmProjects\softui\env\Lib\site-packages\rest_framework\templates\rest_framework\docs\langs first seen with mtime 1728552584.3988376
DEBUG 2024-10-12 12:43:04,757 autoreload File C:\Users\zawar\PycharmProjects\softui\env\Lib\site-packages\rest_framework\templates\rest_framework\docs\link.html first seen with mtime 1728552584.395839
DEBUG 2024-10-12 12:43:04,757 autoreload File C:\Users\zawar\PycharmProjects\softui\env\Lib\site-packages\rest_framework\templates\rest_framework\docs\sidebar.html first seen with mtime 1728552584.395839
DEBUG 2024-10-12 12:43:04,757 autoreload File C:\Users\zawar\PycharmProjects\softui\env\Lib\site-packages\rest_framework\templates\rest_framework\filters\base.html first seen with mtime 1728552584.3988376
DEBUG 2024-10-12 12:43:04,758 autoreload File C:\Users\zawar\PycharmProjects\softui\env\Lib\site-packages\rest_framework\templates\rest_framework\filters\ordering.html first seen with mtime 1728552584.3988376
DEBUG 2024-10-12 12:43:04,758 autoreload File C:\Users\zawar\PycharmProjects\softui\env\Lib\site-packages\rest_framework\templates\rest_framework\filters\search.html first seen with mtime 1728552584.3998773
DEBUG 2024-10-12 12:43:04,758 autoreload File C:\Users\zawar\PycharmProjects\softui\env\Lib\site-packages\rest_framework\templates\rest_framework\horizontal\checkbox.html first seen with mtime 1728552584.3998773
DEBUG 2024-10-12 12:43:04,759 autoreload File C:\Users\zawar\PycharmProjects\softui\env\Lib\site-packages\rest_framework\templates\rest_framework\horizontal\checkbox_multiple.html first seen with mtime 1728552584.3998773
DEBUG 2024-10-12 12:43:04,759 autoreload File C:\Users\zawar\PycharmProjects\softui\env\Lib\site-packages\rest_framework\templates\rest_framework\horizontal\dict_field.html first seen with mtime 1728552584.4007604
DEBUG 2024-10-12 12:43:04,759 autoreload File C:\Users\zawar\PycharmProjects\softui\env\Lib\site-packages\rest_framework\templates\rest_framework\horizontal\fieldset.html first seen with mtime 1728552584.4007604
DEBUG 2024-10-12 12:43:04,759 autoreload File C:\Users\zawar\PycharmProjects\softui\env\Lib\site-packages\rest_framework\templates\rest_framework\horizontal\form.html first seen with mtime 1728552584.4012663
DEBUG 2024-10-12 12:43:04,759 autoreload File C:\Users\zawar\PycharmProjects\softui\env\Lib\site-packages\rest_framework\templates\rest_framework\horizontal\input.html first seen with mtime 1728552584.4012663
DEBUG 2024-10-12 12:43:04,760 autoreload File C:\Users\zawar\PycharmProjects\softui\env\Lib\site-packages\rest_framework\templates\rest_framework\horizontal\list_field.html first seen with mtime 1728552584.4012663
